StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_BallotBoxStuffing,Informed Consent,NHST Screener ,Age Screener ,Position ,Appointment ,Appointment _4_TEXT,Gender,Gender_5_TEXT,Minority Status,country,HARKing V._4,Optional Stopping V._4,Hide Imputation V._1,Switch Analysis V._1,Selective Cov. V. _1,Exclude Selective V._1,Underreport Res. V._1,Omit non-sig. V._1,Selective Outcome V._1,Round P-value V._1,Hide Problems V._1,Attention Check,Descriptive 1,Injunctive 1,Engaged 1,Use 1,Support 1,Descriptive 2,Injunctive 2,Engaged 2,Use 2,Support 2,Descriptive 3,Injunctive 3,Engaged 3,Use 3,Support 3,Descriptive 4,Injunctive 4,Engaged 4,Use 4 ,Support 4 ,Descriptive 5,Injunctive 5,Engaged 5,Use 5,Support 5,Descriptive 6,Injunctive 6,Engaged 6,Use 6,Support 6 ,Descriptive 7,Injunctive 7,Engaged 7,Use 7 ,Support 7,Descriptive 8,Injunctive 8,Engaged 8,Use 8,Support 8,Descriptive 9,Injunctive 9,Engaged 9,Use 9,Support 9,Descriptive 10,Injunctive 10,Engaged 10,Use 10,Support 10,Descriptive 11,Injunctive 11,Engaged 11,Use 11 ,Support 11,Q99,PPQr_1,PPQr_2,PPQr_3,PPQr_4,PPQr_5,PPQr_6,PPQr_7,PPQr_8,PPQr_9,PPQr_10,PPQr_11,PPQr_12,PPQr_13,PPQr_14,PPQr_15,PPQr_16,PPQr_17,PPQr_18,PPQr_19,Social Desirability_1,Social Desirability_2,Social Desirability_3,Social Desirability_4,Social Desirability_5,Social Desirability_6,Social Desirability_7,Social Desirability_8,Social Desirability_9,Social Desirability_10,Social Desirability_11,Social Desirability_12,Social Desirability_13,Feedback,Q104,HARKing Statement A,Optional Stopping Statement A,Hide Imputation Statement A,Switch Analysis Selectively Statement A,Selectively Include Covariates Statement A,Exclude Data Selectively Statement A,Underreport Results Statement A,Omit non-significant Statement A,Selectively Report Outcomes Statement A,Round P-Values Statement A,Hide Problems Statement A
10/18/24 3:32,10/18/24 3:54,IP Address,84.167.92.130,100,1293,TRUE,10/18/24 3:54,R_8MRscdIdZ6mnrTV,,,,,53.2838,10.4412,email,EN,1,,I agree,Yes,Yes,Mid-career academic/researcher,Business school,,Female,,No,Germany,2.6,-4.8,-4.8,-2.6,-2.5,-4.8,4.8,-2.6,2.6,4.7,4.8,Agree,80,Somewhat approve,Yes,10,Rarely,30,Somewhat disapprove,No,,Never,70,Somewhat disapprove,No,,Never,45,Somewhat disapprove,No,,Rarely,95,Strongly approve,Yes,20,Often,25,Strongly disapprove,No,,Never,80,Somewhat approve,Yes,80,Almost always,,,,,,98,Strongly approve,Yes,40,Often,95,,Yes,,,95,Somewhat approve,Yes,10,Rarely,Yes,Agree,Totally agree,Totally agree,Neither agree nor disagree,Disagree,Disagree,Agree,Totally agree,Totally agree,Disagree,Disagree,Totally agree,Agree,Neither agree nor disagree,Agree,Disagree,Totally disagree,Agree,Totally disagree,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,End survey,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Continue collecting data as preregistered,Disclose the imputation in your methods section,Simply report the results from your initial analysis,Exclude non-significant covariates from your final paper submission,Leave the analyses as they are,"Report all results, regardless of relevance to the story you want to tell in the publication","Report all studies you ran, regardless of consistency with the theory",Report all outcomes regardless of significance,Round down the p-value to meet the significance threshold when submitting for publication,Omit mentioning this data quality issue
10/18/24 2:58,10/18/24 3:59,IP Address,85.255.232.226,100,3621,TRUE,10/18/24 3:59,R_8rIBVqCuu88eOxE,,,,,51.4964,-0.1224,email,EN,1,,I agree,Yes,Yes,Mid-career academic/researcher,Business school,,Male,,No,United Kingdom of Great Britain and Northern Ireland,-2.6,-1.8,5,2.7,3.5,3.7,3.3,3.4,-2.8,-5,1.2,Agree,30,Somewhat disapprove,No,,Rarely,50,Somewhat approve,Yes,20,Rarely,10,Strongly disapprove,No,,Rarely,80,Somewhat approve,Yes,40,Often,20,Somewhat disapprove,No,,Never,20,Somewhat disapprove,No,,Rarely,100,Somewhat approve,Yes,25,Rarely,100,Somewhat approve,Yes,,,80,Somewhat approve,Yes,,,30,Somewhat disapprove,No,,Never,20,Strongly disapprove,No,,Never,Yes,Disagree,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Totally agree,Totally agree,Disagree,Neither agree nor disagree,Agree,Totally disagree,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,End survey,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Continue collecting data as preregistered,Report your findings without noting the imputation,Simply report the results from your initial analysis,Exclude non-significant covariates from your final paper submission,Rerun the analyses and report those results if they are significant,Report only those results that are relevant to the story you want to tell in the publication,"Report only those studies that 'worked' (i.e., consistent with the motivation theory)",Report all outcomes regardless of significance,Report the p-value without rounding when submitting for publication,Omit mentioning this data quality issue
10/18/24 3:38,10/18/24 4:12,IP Address,82.18.225.239,100,2068,TRUE,10/18/24 4:12,R_2nVqBiQ4YR11HNN,,,,,51.5888,-0.0247,email,EN,1,TRUE,I agree,Yes,Yes,Senior academic/researcher,Other (please describe),Law School,Female,,No,United Kingdom of Great Britain and Northern Ireland,2.6,-2.5,-5,-2.6,2.6,-2.7,4.5,4.6,2.5,2.6,5,Agree,50,Strongly approve,Yes,80,Almost always,20,Somewhat approve,No,,Often,20,Somewhat approve,Yes,5,Rarely,50,Strongly approve,Yes,20,Almost always,50,Somewhat disapprove,No,,Rarely,90,Somewhat approve,No,,Rarely,5,Somewhat disapprove,No,,Never,30,Somewhat approve,Yes,80,Often,25,Somewhat approve,No,,Rarely,90,Somewhat approve,Yes,90,Almost always,80,Somewhat approve,Yes,0,Almost always,No,Neither agree nor disagree,Disagree,Disagree,Totally disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Agree,Agree,Totally disagree,Disagree,Agree,Totally disagree,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,End survey,Rewrite your introduction to suggest that this effect was hypothesized originally to improve the paper’s publishability,Close data collection after obtaining the significant result,Disclose the imputation in your methods section,Switch to a different analysis method until you find a significant result,Exclude non-significant covariates from your final paper submission,Rerun the analyses and report those results if they are significant,Report only those results that are relevant to the story you want to tell in the publication,"Report only those studies that 'worked' (i.e., consistent with the motivation theory)",Report all outcomes regardless of significance,Round down the p-value to meet the significance threshold when submitting for publication,Omit mentioning this data quality issue
10/18/24 4:14,10/18/24 4:14,IP Address,92.30.233.13,100,18,TRUE,10/18/24 4:14,R_2szTMLghGJTMZmw,,,,,52.9579,-1.2107,email,EN,1,,I agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/24 4:03,10/18/24 4:19,IP Address,62.78.174.201,100,966,TRUE,10/18/24 4:19,R_2hF2HAlGtlWcj5L,,,,,60.1797,24.9344,email,EN,1,,I agree,Yes,Yes,Senior academic/researcher,Business school,,Female,,No,Finland,5,5,5,-5,5,5,5,5,-2,-5,2.2,Agree,100,Strongly approve,Yes,25,Often,50,Somewhat approve,No,,Rarely,50,Somewhat approve,No,,Never,100,Strongly approve,Yes,25,Often,50,Somewhat approve,No,,Rarely,100,Somewhat approve,Yes,10,Rarely,100,Somewhat approve,Yes,30,Rarely,100,Somewhat approve,Yes,25,Rarely,50,Somewhat approve,No,,Rarely,10,Strongly disapprove,No,,Never,50,Somewhat disapprove,No,,Never,No,Disagree,Totally agree,Totally agree,Neither agree nor disagree,Disagree,Disagree,Disagree,Totally agree,Totally agree,Neither agree nor disagree,Disagree,Totally agree,Agree,Totally agree,Totally agree,Disagree,Agree,Neither agree nor disagree,Totally disagree,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,End survey,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Continue collecting data as preregistered,Report your findings without noting the imputation,Switch to a different analysis method until you find a significant result,Exclude non-significant covariates from your final paper submission,Leave the analyses as they are,"Report all results, regardless of relevance to the story you want to tell in the publication","Report only those studies that 'worked' (i.e., consistent with the motivation theory)","Highlight only the relevant, significant outcomes",Report the p-value without rounding when submitting for publication,Omit mentioning this data quality issue
10/18/24 4:04,10/18/24 4:22,IP Address,89.64.80.72,100,1056,TRUE,10/18/24 4:22,R_2DRLD3eTJpP18rA,,,,,52.2304,21.0248,email,EN,1,,I agree,Yes,Yes,Senior academic/researcher,Business school,,Prefer not to say,,No,Poland,-5,5,-5,-2.6,-2.5,,2.6,-5,2.7,5,-5,Agree,95,Strongly approve,No,,Never,50,Somewhat approve,No,,Never,20,Somewhat disapprove,No,,Never,90,Strongly approve,Yes,10,Never,90,Strongly approve,Yes,10,Never,75,Somewhat approve,No,,Never,100,Strongly approve,Yes,15,Never,90,Strongly approve,No,,Never,80,Strongly approve,No,,Never,40,Somewhat disapprove,No,,Never,50,Somewhat disapprove,No,,Never,Yes,Totally disagree,Disagree,Disagree,Totally disagree,Agree,Totally agree,Neither agree nor disagree,Totally agree,Agree,Totally agree,Neither agree nor disagree,Totally agree,Agree,Disagree,Totally agree,Neither agree nor disagree,Totally disagree,Neither agree nor disagree,Totally disagree,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,End survey,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Close data collection after obtaining the significant result,Disclose the imputation in your methods section,Switch to a different analysis method until you find a significant result,Exclude non-significant covariates from your final paper submission,Rerun the analyses and report those results if they are significant,Report only those results that are relevant to the story you want to tell in the publication,"Report all studies you ran, regardless of consistency with the theory","Highlight only the relevant, significant outcomes",Round down the p-value to meet the significance threshold when submitting for publication,Mention the data quality issue
10/18/24 3:16,10/18/24 4:27,IP Address,5.46.194.253,100,4304,TRUE,10/18/24 4:27,R_4BPJcX1h3qPPbIB,,,,,41.03,28.9601,email,EN,1,,I agree,Yes,Yes,Early-career academic/researcher,Business school,,Male,,No,Turkey,-3.9,4.6,-4.2,3.9,-3.9,4.7,4.2,3.7,4.2,-4,4.3,Agree,90,Somewhat approve,No,,Rarely,90,Strongly approve,No,,Often,60,Somewhat disapprove,No,,Never,90,Strongly approve,Yes,50,Almost always,80,Strongly approve,No,,Never,50,Somewhat disapprove,No,,Rarely,90,Strongly approve,Yes,20,Rarely,90,Strongly approve,Yes,30,Rarely,99,Strongly approve,Yes,10,Rarely,70,Somewhat approve,No,,Never,40,Somewhat disapprove,No,,Never,No,Totally disagree,Totally agree,Totally agree,Neither agree nor disagree,Disagree,Totally disagree,Disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Totally agree,Disagree,Totally disagree,Agree,Agree,Disagree,Totally agree,Totally disagree,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,End survey,Rewrite your introduction to suggest that this effect was hypothesized originally to improve the paper’s publishability,Close data collection after obtaining the significant result,Report your findings without noting the imputation,Simply report the results from your initial analysis,Report all covariates in the model regardless of significance,Leave the analyses as they are,Report only those results that are relevant to the story you want to tell in the publication,"Report only those studies that 'worked' (i.e., consistent with the motivation theory)","Highlight only the relevant, significant outcomes",Report the p-value without rounding when submitting for publication,Mention the data quality issue
10/18/24 3:58,10/18/24 4:28,IP Address,142.166.35.35,100,1774,TRUE,10/18/24 4:28,R_3PzYUF6xkYJ3qPc,,,,,44.6814,-63.6571,email,EN,1,,I agree,Yes,Yes,Mid-career academic/researcher,Psychology department,,Male,,No,Canada,5,5,-5,-2.6,0,-2.5,-3.5,3.1,-2.7,4.9,-5,Agree,35,Somewhat disapprove,No,,Never,75,Somewhat approve,Yes,5,Rarely,30,Somewhat disapprove,No,,Never,90,Somewhat approve,Yes,20,Rarely,80,Somewhat approve,Yes,10,Rarely,50,Somewhat disapprove,No,,Never,60,Somewhat approve,Yes,40,Often,75,Somewhat approve,Yes,20,Often,80,Somewhat approve,Yes,10,Often,70,Somewhat disapprove,No,,Never,70,Somewhat disapprove,No,,Never,Yes,Disagree,Neither agree nor disagree,Disagree,Totally disagree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Totally agree,Neither agree nor disagree,Totally disagree,Neither agree nor disagree,Totally disagree,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,End survey,Rewrite your introduction to suggest that this effect was hypothesized originally to improve the paper’s publishability,Close data collection after obtaining the significant result,Disclose the imputation in your methods section,Simply report the results from your initial analysis,Report all covariates in the model regardless of significance,Leave the analyses as they are,"Report all results, regardless of relevance to the story you want to tell in the publication","Report only those studies that 'worked' (i.e., consistent with the motivation theory)",Report all outcomes regardless of significance,Round down the p-value to meet the significance threshold when submitting for publication,Mention the data quality issue
10/18/24 4:48,10/18/24 5:17,IP Address,94.133.205.235,100,1705,TRUE,10/18/24 5:17,R_210PtpkFD3YQe4s,,,,,38.7057,-9.1359,email,EN,1,,I agree,Yes,Yes,Early-career academic/researcher,Business school,,Male,,No,Portugal,2.6,-0.6,5,-2.6,-5,-2.6,-2.5,4.9,-5,5,2.6,Agree,50,Somewhat approve,No,,Rarely,40,Somewhat approve,No,,Rarely,33,Somewhat approve,No,,Never,33,Somewhat approve,No,,Often,25,Somewhat approve,No,,Never,33,Somewhat approve,No,,Rarely,33,Somewhat approve,No,,Rarely,25,Somewhat disapprove,No,,Rarely,50,Somewhat approve,No,,Rarely,45,Somewhat approve,No,,Never,25,Somewhat disapprove,No,,Never,No,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Neither agree nor disagree,Disagree,Totally agree,Agree,Disagree,Disagree,Totally disagree,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,End survey,Rewrite your introduction to suggest that this effect was hypothesized originally to improve the paper’s publishability,Close data collection after obtaining the significant result,Report your findings without noting the imputation,Simply report the results from your initial analysis,Report all covariates in the model regardless of significance,Rerun the analyses and report those results if they are significant,"Report all results, regardless of relevance to the story you want to tell in the publication","Report only those studies that 'worked' (i.e., consistent with the motivation theory)","Highlight only the relevant, significant outcomes",Round down the p-value to meet the significance threshold when submitting for publication,Omit mentioning this data quality issue
10/18/24 5:21,10/18/24 5:23,IP Address,213.14.255.20,100,153,TRUE,10/18/24 5:23,R_823bWccELkaOkja,,,,,38.3876,27.06,email,EN,0.699999988,,I agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/24 5:21,10/18/24 5:24,IP Address,85.102.98.213,100,161,TRUE,10/18/24 5:24,R_4tmqG4j23lXVWFZ,,,,,40.9983,39.7374,email,EN,1,,I agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/24 5:14,10/18/24 5:32,IP Address,74.110.142.250,100,1076,TRUE,10/18/24 5:32,R_316ZwIzXnbMfa4D,,,,,37.5537,-77.4602,email,EN,1,,I agree,Yes,Yes,Mid-career academic/researcher,Business school,,Male,,No,United States of America,-2.1,-4,4.9,-1.7,1.8,-1.8,1.2,2.7,-0.2,-3.7,3.9,Agree,20,Somewhat disapprove,No,,Never,25,Somewhat disapprove,No,,Rarely,5,Strongly disapprove,No,,Never,20,Somewhat disapprove,No,,Rarely,15,Somewhat disapprove,No,,Rarely,5,Strongly disapprove,No,,Never,30,Somewhat disapprove,No,,Rarely,25,Somewhat disapprove,No,,Rarely,25,Somewhat disapprove,No,,Rarely,15,Somewhat disapprove,No,,Never,10,Strongly disapprove,No,,Never,No,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Totally agree,Totally agree,Totally agree,Totally disagree,Totally disagree,Agree,Totally disagree,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,End survey,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Continue collecting data as preregistered,Report your findings without noting the imputation,Simply report the results from your initial analysis,Exclude non-significant covariates from your final paper submission,Leave the analyses as they are,Report only those results that are relevant to the story you want to tell in the publication,"Report only those studies that 'worked' (i.e., consistent with the motivation theory)","Highlight only the relevant, significant outcomes",Report the p-value without rounding when submitting for publication,Omit mentioning this data quality issue
10/18/24 5:16,10/18/24 5:38,IP Address,193.11.231.68,100,1332,TRUE,10/18/24 5:38,R_8684dJEk2XSp92V,,,,,59.3241,18.0517,email,EN,1,,I agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/24 5:21,10/18/24 5:47,IP Address,73.54.244.110,100,1585,TRUE,10/18/24 5:47,R_75yXBGF4UaTmnzX,,,,,33.2541,-84.2735,email,EN,1,,I agree,Yes,Yes,Early-career academic/researcher,Other (please describe),Psychiatry Department Academic Medical Center,Male,,No,United States of America,-2.6,4.9,4.9,2.5,5,-2.6,4.6,-2.7,-2.7,-2.6,-4.4,Agree,30,Strongly disapprove,No,,Rarely,25,Strongly disapprove,No,,Never,50,Strongly disapprove,No,,Never,100,Somewhat approve,Yes,30,Often,100,Somewhat disapprove,Yes,20,Rarely,100,Somewhat approve,Yes,30,Often,100,Somewhat approve,Yes,50,Often,100,Somewhat approve,Yes,20,Often,100,Somewhat disapprove,Yes,30,Rarely,50,Strongly disapprove,No,,Never,10,Strongly disapprove,No,,Never,Yes,Disagree,Totally agree,Totally agree,Agree,Disagree,Disagree,Totally agree,Totally agree,Totally agree,Disagree,Agree,Totally agree,Agree,Totally agree,Totally agree,Totally disagree,Agree,Agree,Totally disagree,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,End survey,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Close data collection after obtaining the significant result,Report your findings without noting the imputation,Simply report the results from your initial analysis,Exclude non-significant covariates from your final paper submission,Rerun the analyses and report those results if they are significant,Report only those results that are relevant to the story you want to tell in the publication,"Report all studies you ran, regardless of consistency with the theory","Highlight only the relevant, significant outcomes",Report the p-value without rounding when submitting for publication,Mention the data quality issue
10/18/24 0:35,10/18/24 5:50,IP Address,147.210.42.39,100,18892,TRUE,10/18/24 5:50,R_8kSmGQlGj0bYCC9,,,,,44.8412,-0.5806,email,EN,1,,I agree,Yes,Yes,Mid-career academic/researcher,Psychology department,,Male,,No,France,2.7,2.6,-2.8,-2.7,2.5,2.5,2.6,2.7,-2.6,5,2.7,Agree,25,Strongly disapprove,No,,Rarely,56,Somewhat approve,Yes,15,,,,,,,95,Somewhat approve,Yes,30,Rarely,65,Somewhat disapprove,No,,Often,,,,,,65,Somewhat approve,Yes,75,Often,,,,,,90,Somewhat approve,No,,Never,75,Somewhat disapprove,No,,Rarely,50,Strongly disapprove,No,,Never,Yes,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Totally agree,Totally agree,Neither agree nor disagree,Agree,Disagree,Totally agree,Totally agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Totally disagree,,,,,,,,,,,,,,,End survey,Rewrite your introduction to suggest that this effect was hypothesized originally to improve the paper’s publishability,Close data collection after obtaining the significant result,Disclose the imputation in your methods section,Switch to a different analysis method until you find a significant result,Exclude non-significant covariates from your final paper submission,Rerun the analyses and report those results if they are significant,"Report all results, regardless of relevance to the story you want to tell in the publication","Report only those studies that 'worked' (i.e., consistent with the motivation theory)",Report all outcomes regardless of significance,Round down the p-value to meet the significance threshold when submitting for publication,Omit mentioning this data quality issue
